Semester Admitted,Department,Major,CSCI101_Pass_Sem,CSCI101_Tran_Sem,CSCI128_Pass_Sem,CSCI128_Tran_Sem,CSCI200_Pass_C_Sem,CSCI200_Tran_Sem,CSCI210_Pass_Sem,CSCI220_Pass_Sem,CSCI220_Tran_Sem,CSCI261_Pass_C_Sem,CSCI261_Tran_Sem,CSCI262_Pass_Sem,CSCI262_Tran_Sem,CSCI274_Pass_Sem,CSCI306_Pass_Sem,CSCI341_Pass_Sem,CSCI358_Pass_Sem,CSCI370_Pass_Sem,CSCI400_Pass_Sem,CSCI406_Pass_Sem,CSCI442_Pass_Sem
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Computer Science,Computer Science,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Chemical & Biological Engineer,Chemical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Chemistry,Biochemistry,,Fall 2021,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantum Engineering,,,,,,,,,,,,,,,,,,,,Fall 2023,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Engineering Design & Society,EG-Robotics & Automatn Spclty,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,,,,,,,,,,Fall 2022,,,,,,,,,,
Fall 2022,Computer Science,CS-Data Science Spclty,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,Summer 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Environmental Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Engineering Physics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mech Eng-Automation & Controls,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Undecided,Undecided,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Applied Math & Statistics,Computational & Applied Math,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Engineering Physics,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Chemical & Biological Engineer,Chemical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Space Resources,,,,,Spring 2023,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantum Engineering,,,,,,,,,,,,,,,,,,,,Fall 2023,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Electrical Engineering,EE-Engy & Pwr Electrncs Spclty,,,,,,,,,,,Fall 2022,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Materials,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Economics and Business,Computer Science,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Chemical & Biological Engineer,Chemical Engineering,,,,,,,,,,,Fall 2022,,,,,,,,,,
Fall 2022,Metallurgical & Materials Eng,Metallurgical & Materials Eng,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Engineering Physics,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Chemical & Biological Engineer,CHE-Biological Enginrng Spclty,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Petroleum,Petroleum Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Economics and Business,Business Eng & Mngmt Sci,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Electrical Engineering,Electrical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Undecided,Undecided,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Computer Science,Computer Science,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Applied Math & Statistics,Statistics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Computer Science,Computer Science,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Engineering Physics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Geophysics,Geophysical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Environmental Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Quantitative Biosci & Eng,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Applied Math & Statistics,Computational & Applied Math,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Undecided,Undecided,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Environmental Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Geophysics,Geophysical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Energy,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Undecided,Undecided,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mech Eng-Automation & Controls,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mining,Mining Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Metallurgical & Materials Eng,Metallurgical & Materials Eng,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Engineering Physics,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Materials,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Chemical & Biological Engineer,CHE-Process Engineering Spclty,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Energy,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Chemical & Biological Engineer,CHE-Biological Enginrng Spclty,,,,,,,,,,,Fall 2022,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Chemical & Biological Engineer,Chemical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Undecided,Undecided,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Chemical & Biological Engineer,CHE-Process Engineering Spclty,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Environmental Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Engineering Physics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Geophysics,Geophysical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Engineering Physics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Manufacturing,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Automotive,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Environmental Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Economics and Business,Business Eng & Mngmt Sci,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Engineering Physics,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Electrical Engineering,Electrical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Metallurgical & Materials Eng,Metallurgical & Materials Eng,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Civil Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Construction Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Engineering Design & Society,EG-Individualized Spclty,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Undecided,Undecided,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Civil & Environmental Enginrng,Environmental Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Applied Math & Statistics,Computational & Applied Math,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Undecided,Undecided,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Electrical Engineering,Electrical Engineering,,,,,,,,,,,Fall 2022,,,,,,,,,,
Fall 2022,Electrical Engineering,EE-Engy & Pwr Electrncs Spclty,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Computer Science,CS-Computer Eng Spclty,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Metallurgical & Materials Eng,Metallurgical & Materials Eng,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Energy,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Geophysics,Geophysical Engineering,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Metallurgical & Materials Eng,Metallurgical & Materials Eng,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Engineering Design & Society,EG-Mus Aud Eng Rec Arts Spclty,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Computer Science,CS-Robotics Intel Sys Spclty,Fall 2022,,,,,,,,,,,,,,,,,,,,
Fall 2022,Geophysics,Geophysical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Aerospace,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Computer Science,Computer Science,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Physics,Mechanical Engineering,,,,Fall 2022,,,,,,,,,,,,,,,,,
Fall 2022,Undecided,Undecided,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Interdisciplinary Program,Quantitative Biosci & Eng,,,Fall 2023,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Materials,,Fall 2022,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Engineering,Spring 2023,,,,,,,,,,,,,,,,,,,,
Fall 2022,Mechanical Engineering,Mechanical Eng - Biomechanics,Spring 2023,,,,,,,,,,,,,,,,,,,,
