Semester Admitted,Department,Major,id,Taken,Class,Type,Taken_Semester,Taken_Year,Admitted_Semester,Admitted_Year,Taken_Num,Admitted_Num,Specialty
Fall 2021,Applied Math & Statistics,Computational & Applied Math,2397,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Applied Math & Statistics,Statistics,2398,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,2399,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Applied Math & Statistics,Statistics,2403,Fall 2023,MATH307,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Applied Math & Statistics,Computational & Applied Math,2405,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,2406,Fall 2023,MATH307,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Applied Math & Statistics,Computational & Applied Math,2411,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Applied Math & Statistics,Computational & Applied Math,2412,Fall 2022,MATH307,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,2413,Fall 2022,MATH307,Pass,Fall,2022,Fall,2021,8091,8087,Automotive
Fall 2021,Mechanical Engineering,Mechanical Engineering,2414,Fall 2022,MATH307,Pass,Fall,2022,Fall,2021,8091,8087,N/A
Fall 2022,Mechanical Engineering,Mechanical Engineering,2419,Fall 2023,MATH307,Pass,Fall,2023,Fall,2022,8095,8091,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2445,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Applied Math & Statistics,Statistics,2451,Fall 2018,MATH307,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2453,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2457,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Chemistry,Computational & Applied Math,2458,Spring 2019,MATH307,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2461,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2462,Spring 2019,MATH307,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2018,Applied Math & Statistics,Statistics,2464,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Mechanical Engineering,Robotics,2465,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2019,Applied Math & Statistics,Statistics,2469,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2017,Applied Math & Statistics,Statistics,2470,Fall 2018,MATH307,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2472,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2473,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Petroleum,Petroleum Engineering,2474,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2477,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Applied Math & Statistics,Statistics,2479,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Electrical Engineering,Electrical Engineering,2480,Spring 2020,MATH307,Pass,Spring,2020,Fall,2017,8080,8071,Intg Crcts & Elctrnc 
Fall 2017,Mechanical Engineering,Mechanical Engineering,2482,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Applied Math & Statistics,Statistics,2491,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2493,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2500,Fall 2021,MATH307,Pass,Fall,2021,Fall,2018,8087,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2501,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Applied Math & Statistics,Statistics,2502,Summer 2020,MATH307,Pass,Summer,2020,Fall,2018,8081,8075,N/A
Fall 2018,Physics,Engineering Physics,2503,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2509,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2511,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2021,Electrical Engineering,Electrical Engineering,2513,Spring 2022,MATH307,Pass,Spring,2022,Fall,2021,8088,8087,Intg Crcts & Elctrnc 
Fall 2019,Applied Math & Statistics,Computational & Applied Math,2514,Summer 2021,MATH307,Pass,Summer,2021,Fall,2019,8085,8079,N/A
Fall 2019,Applied Math & Statistics,Computational & Applied Math,2517,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Applied Math & Statistics,Statistics,2520,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Applied Math & Statistics,Computational & Applied Math,2521,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2522,Fall 2020,MATH307,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2524,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2529,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2020,Electrical Engineering,Electrical Engineering,2531,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,Info Sys & Science 
Fall 2020,Mechanical Engineering,Mechanical Engineering,2532,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Spring 2020,Mechanical Engineering,Mechanical Engineering,2534,Fall 2022,MATH307,Pass,Fall,2022,Spring,2020,8091,8080,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2535,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Interdisciplinary Program,Statistics,2536,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2542,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2544,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2547,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2550,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2021,Applied Math & Statistics,Statistics,2557,Fall 2023,MATH307,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Mechanical Engineering,Mechanical Engineering,2558,Fall 2023,MATH307,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2583,Fall 2017,MATH307,Pass,Fall,2017,Fall,2017,8071,8071,N/A
Fall 2017,Applied Math & Statistics,Statistics,2593,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2595,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2602,Spring 2021,MATH307,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2604,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Applied Math & Statistics,Statistics,2605,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2607,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2610,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2017,Mechanical Engineering,Mechanical Engineering,2612,Fall 2018,MATH307,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2017,Metallurgical & Materials Eng,Metallurgical & Materials Eng,2614,Summer Two 2018,MATH307,Pass,Summer Two,2018,Fall,2017,8074,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2625,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2627,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2628,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2634,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2635,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Applied Math & Statistics,Computational & Applied Math,2636,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2638,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2648,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Applied Math & Statistics,Computational & Applied Math,2650,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2651,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2654,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2657,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Physics,Engineering Physics,2658,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Civil & Environmental Enginrng,Civil Engineering,2659,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2660,Spring 2022,MATH307,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2662,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Applied Math & Statistics,Computational & Applied Math,2663,Fall 2020,MATH307,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2664,Fall 2022,MATH307,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2665,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2669,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Applied Math & Statistics,Computational & Applied Math,2670,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2676,Fall 2021,MATH307,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2678,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2681,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2685,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2686,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Physics,Engineering Physics,2687,Spring 2021,MATH307,Pass,Spring,2021,Fall,2020,8084,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2688,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2022,Computer Science,Computer Science,2699,Fall 2023,MATH307,Pass,Fall,2023,Fall,2022,8095,8091,Data Science 
Fall 2017,Electrical Engineering,Electrical Engineering,2720,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,Intg Crcts & Elctrnc 
Fall 2018,Mechanical Engineering,Mechanical Engineering,2723,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2730,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2731,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2017,Electrical Engineering,Electrical Engineering,2732,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,Intg Crcts & Elctrnc 
Fall 2018,Mechanical Engineering,Mechanical Engineering,2736,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2017,Applied Math & Statistics,Computational & Applied Math,2737,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2741,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2742,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Chemical & Biological Engineer,Chemical Engineering,2743,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2744,Fall 2019,MATH307,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2746,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Electrical Engineering,Electrical Engineering,2747,Spring 2021,MATH307,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2749,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Applied Math & Statistics,Computational & Applied Math,2750,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2751,Fall 2020,MATH307,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2753,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2020,Electrical Engineering,Electrical Engineering,2754,Fall 2021,MATH307,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2018,Electrical Engineering,Electrical Engineering,2755,Spring 2021,MATH307,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2758,Fall 2021,MATH307,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2018,Electrical Engineering,Electrical Engineering,2759,Spring 2021,MATH307,Pass,Spring,2021,Fall,2018,8084,8075,Intg Crcts & Elctrnc 
Fall 2019,Mechanical Engineering,Mechanical Engineering,2764,Spring 2020,MATH307,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Physics,Quantum Engineering,2765,Fall 2020,MATH307,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2766,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2767,Spring 2020,MATH307,Pass,Spring,2020,Fall,2019,8080,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2769,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2770,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2771,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2774,Spring 2022,MATH307,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2779,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2019,Interdisciplinary Program,Quantitative Biosci & Eng,2781,Fall 2020,MATH307,Pass,Fall,2020,Fall,2019,8083,8079,N/A
Fall 2019,Applied Math & Statistics,Computational & Applied Math,2783,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2784,Spring 2022,MATH307,Pass,Spring,2022,Fall,2019,8088,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2786,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2788,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2790,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2791,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2793,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2794,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Interdisciplinary Program,Data Science,2796,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Applied Math & Statistics,Computational & Applied Math,2797,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2798,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Applied Math & Statistics,Statistics,2799,Fall 2021,MATH307,Pass,Fall,2021,Fall,2020,8087,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2801,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Computer Science,Computer Science,2804,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Applied Math & Statistics,Statistics,2805,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Applied Math & Statistics,Statistics,2806,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2017,Applied Math & Statistics,Computational & Applied Math,2845,Fall 2018,MATH307,Pass,Fall,2018,Fall,2017,8075,8071,N/A
Fall 2017,Applied Math & Statistics,Computational & Applied Math,2847,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Electrical Engineering,Electrical Engineering,2868,Spring 2021,MATH307,Pass,Spring,2021,Fall,2018,8084,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2874,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Applied Math & Statistics,Computational & Applied Math,2877,Fall 2019,MATH307,Pass,Fall,2019,Fall,2018,8079,8075,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2878,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2882,Fall 2021,MATH307,Pass,Fall,2021,Fall,2019,8087,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2889,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2890,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Applied Math & Statistics,Statistics,2891,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2892,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2020,Computer Science,Computer Science,2895,Fall 2020,MATH307,Pass,Fall,2020,Fall,2020,8083,8083,N/A
Fall 2021,Computer Science,Computer Science,2900,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,Robotics Intel Sys 
Fall 2017,Applied Math & Statistics,Computational & Applied Math,2930,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Electrical Engineering,Electrical Engineering,2937,Spring 2019,MATH307,Pass,Spring,2019,Fall,2018,8076,8075,N/A
Fall 2019,Mechanical Engineering,Mechanical Engineering,2947,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2019,Computer Science,Computer Science,2949,Spring 2021,MATH307,Pass,Spring,2021,Fall,2019,8084,8079,N/A
Fall 2020,Mechanical Engineering,Mechanical Engineering,2951,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2021,Computer Science,Computer Science,2958,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,Data Science 
Fall 2022,Computer Science,Computer Science,2966,Fall 2023,MATH307,Pass,Fall,2023,Fall,2022,8095,8091,N/A
Fall 2017,Applied Math & Statistics,Computational & Applied Math,2984,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2018,Mechanical Engineering,Mechanical Engineering,2987,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2021,Computer Science,Computer Science,2998,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,Data Science 
Fall 2021,Computer Science,Computer Science,3022,Fall 2023,MATH307,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2018,Computer Science,Computer Science,3061,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,N/A
Fall 2018,Computer Science,Computer Science,3067,Fall 2018,MATH307,Pass,Fall,2018,Fall,2018,8075,8075,N/A
Fall 2019,Computer Science,Computer Science,3070,Fall 2022,MATH307,Pass,Fall,2022,Fall,2019,8091,8079,N/A
Fall 2020,Computer Science,Computer Science,3076,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2020,Computer Science,Computer Science,3081,Fall 2023,MATH307,Pass,Fall,2023,Fall,2020,8095,8083,N/A
Fall 2020,Computer Science,Computational & Applied Math,3084,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,N/A
Fall 2021,Computer Science,Computer Science,3091,Fall 2023,MATH307,Pass,Fall,2023,Fall,2021,8095,8087,N/A
Fall 2021,Computer Science,Computer Science,3102,Fall 2023,MATH307,Pass,Fall,2023,Fall,2021,8095,8087,Data Science 
Fall 2017,Computer Science,Computer Science,3131,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,Data Science 
Fall 2018,Computer Science,Computer Science,3138,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,Computer Eng 
Fall 2017,Computer Science,Computer Science,3141,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,Data Science 
Fall 2018,Computer Science,Computer Science,3151,Fall 2020,MATH307,Pass,Fall,2020,Fall,2018,8083,8075,Data Science 
Fall 2018,Computer Science,Computer Science,3154,Fall 2022,MATH307,Pass,Fall,2022,Fall,2018,8091,8075,Business 
Fall 2022,Computer Science,Computer Science,3157,Fall 2023,MATH307,Pass,Fall,2023,Fall,2022,8095,8091,Data Science 
Fall 2019,Computer Science,Computer Science,3166,Spring 2022,MATH307,Pass,Spring,2022,Fall,2019,8088,8079,Data Science 
Fall 2020,Computer Science,Computer Science,3170,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,Space 
Fall 2020,Computer Science,Computer Science,3172,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,Data Science 
Fall 2020,Computer Science,Computer Science,3176,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,Business 
Fall 2020,Computer Science,Computer Science,3180,Spring 2023,MATH307,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Computer Science,Computer Science,3181,Fall 2023,MATH307,Pass,Fall,2023,Fall,2020,8095,8083,Data Science 
Fall 2020,Computer Science,Computer Science,3182,Spring 2023,MATH307,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Computer Science,Computer Science,3185,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,Business 
Fall 2020,Computer Science,Computer Science,3187,Spring 2022,MATH307,Pass,Spring,2022,Fall,2020,8088,8083,Computer Eng 
Fall 2020,Computer Science,Computer Science,3188,Spring 2023,MATH307,Pass,Spring,2023,Fall,2020,8092,8083,N/A
Fall 2020,Computer Science,Computer Science,3193,Fall 2022,MATH307,Pass,Fall,2022,Fall,2020,8091,8083,N/A
Fall 2021,Computer Science,Computer Science,3195,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2021,Computer Science,Computer Science,3198,Spring 2023,MATH307,Pass,Spring,2023,Fall,2021,8092,8087,N/A
Fall 2017,Computer Science,Computer Science,3224,Fall 2018,MATH307,Pass,Fall,2018,Fall,2017,8075,8071,Research Honors 
Fall 2017,Computer Science,Computer Science,3237,Fall 2019,MATH307,Pass,Fall,2019,Fall,2017,8079,8071,N/A
Fall 2018,Physics,Quantum Engineering,3243,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2017,Computer Science,Computer Science,3250,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Computer Science,Computer Science,3251,Spring 2020,MATH307,Pass,Spring,2020,Fall,2017,8080,8071,Data Science 
Fall 2017,Computer Science,Computer Science,3255,Spring 2019,MATH307,Pass,Spring,2019,Fall,2017,8076,8071,N/A
Fall 2017,Computer Science,Computer Science,3258,Fall 2017,MATH307,Pass,Fall,2017,Fall,2017,8071,8071,Research Honors 
Fall 2018,Computer Science,Computer Science,3259,Spring 2021,MATH307,Pass,Spring,2021,Fall,2018,8084,8075,Data Science 
Fall 2018,Computer Science,Computational & Applied Math,3263,Spring 2020,MATH307,Pass,Spring,2020,Fall,2018,8080,8075,N/A
Fall 2018,Computer Science,Computer Science,3270,Spring 2021,MATH307,Pass,Spring,2021,Fall,2018,8084,8075,N/A
